sno,Food_description,Energy_kc,Protein_per_wt,Total_fat_per_wt,Carbohydrate_per_wt,Fiber_per_wt,Calcium_per_wt,Copper_per_wt,Iron_per_wt,Magnesium_per_wt,Potassium_per_wt,Zinc_per_wt,Vitamin_A_(IU)_per_wt,Vitamin_D_per_wt,Thiamin_per_wt,Riboflavin_per_wt,Vit_B6_per_wt(Pyridoxine),Vitamin_B12_per_wt,"Folate_per_wt  ",Niacin_per_wt,Pantothenic_acid_per_wt,Vitamin_C_per_wt,Vitamin_E_per_wt,Vitamin_K_per_wt,Fa_sat_per_wt,Monounsaturated_per_wt,Fa_poly_per_wt,Total_Sugar
,,(Calories),gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(IU)_per_100_gm,IU_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,(mcg)_per_100_gm,mg_per_100_gm,Mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm
08277,"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",386,8.37,5.38,79.6,6.2,72,0.26,2.57,34,294,1.59,0,0,0.17,0.09,0.111,0,13,1.72,0.745,0,1.535,0,0.66,2.55,1.024,34.54
08278,"CEREALS RTE,GENERAL MILLS,KABOOM",392,8.62,3.8,80.75,5,168,0.19,27,63,200,12.5,2500,0,1.25,1.42,1.67,0,333,16.67,0.597,50,0.357,0,0.82,1.33,1.054,24.63
08279,"CEREALS RTE,GENERAL MILLS,BODY BUDDIES",384,5.1,3.16,86.1,3.1,165,1.14,27,22,88,12.5,2500,0,1.25,1.42,1.67,5,333,16.67,3.33,50,0.176,0,0.57,1.15,0.246,18.5
08280,"CEREALS RTE,KELLOGG,KELLOGG'S DOUBLE DIP CRUNCH",382,3.4,0.4,91,1.5,7,0,6.2,17,71,5.2,2586,0,1.3,1.5,1.7,0,300,17.2,0.124,51.7,0.12,0,0,0,0.204,37.9
08281,"CEREALS RTE,KELLOGG,KELLOGG'S FRUITY MARSHMLLW KRISPIES",378,4.6,0.3,90.3,1,5,0.2,6.4,21,59,0.9,2679,0,1.3,1.5,1.8,0,400,17.9,0.48,53.6,0,0,0,0,0.102,47
08282,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD BRAN",338,7.9,1.1,84.7,11.2,31,0.3,14.5,126,407,12.1,2419,0,1.2,1.4,1.6,4.8,300,16.1,0.53,48.4,0.762,0,0.1,0.3,0.589,31.5
08283,"CEREALS RTE,KELLOGG,JUST RIGHT FRUIT&NUT",350,7.5,2.9,80.5,5,0,0.1,27,60,283,1.9,2083,66.7,0.6,0.7,0.8,2.5,200,8.3,0,0,5.45,0,0.5,1.4,0.849,25
08284,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W_per_RAISINS",367,8.2,5,79.4,6,44,0.2,3.5,83,283,6.3,1250,83.3,0.6,0.7,0.8,2.5,200,8.3,0,3,10.06,0,1.7,1.2,1.964,29.2
08285,"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX APPL&ALMOND CRUNCH",383,9.8,9,74.3,8.5,61,0.1,8.5,114,380,5.7,1415,188.7,0.7,0.8,0.9,2.3,200,9.4,3.8,0,10.5,0,1.9,4.7,2.153,16.9
08286,"CEREALS RTE,KELLOGG'S MUESLIX RAISIN&ALMOND CRUNCH W_per_DATES",364,8.1,5.9,73.6,6.8,36,0.2,8.2,85,418,6.8,364,14.5,0.7,0.8,0,2.7,200,9.1,4.5,0,10.064,0,0.7,3.5,1.474,3.03
08287,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN SQUARES MINI-WHEATS",340,8,2.8,78,9.4,34,0.2,30.6,87,472,2.8,0,0,0.7,0.8,0.9,2.8,200,9.4,0,0,0.53,0,0.3,0.2,0.832,21.2
08288,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",401,3.7,5.3,85.5,1,6,0.1,6,21,63,1,2500,166.7,1.3,1.4,1.7,5,300,16.7,0,50,0.13,0,1.2,3.3,0.72,28.8
08289,"CEREALS RTE,KELLOGG,KELLOGG'S STRAWBY SQUARES MINI-WHEATS",340,8,2.4,79,9.2,40,0.3,32.4,120,340,3,0,0,0.8,0.9,1,3,200,10,0,0,0.53,0,0.4,0.5,1.118,17.4
08291,"CEREALS RTE,KELLOGG,KELLOGG'S NUTRI-GRAIN ALMOND&RAISIN",367,8,5.7,77.6,8,305,0.1,2.5,23,357,6.8,0,0,0.7,0.8,0.9,2.7,200,9.1,0,0,10,0,0.2,2.6,2.827,14.3
08292,"CEREALS RTE,KELLOGG,KELLOGG'S NUTRI-GRAIN WHEAT",335,10.1,3.3,80,12.6,32,0.2,3.3,81,365,12.5,0,0,1.3,1.4,1.7,5,300,16.7,0,50,18,0,0.2,0.8,2.273,1.2
08293,"CEREALS RTE,QUAKER,QUAKER APPL ZAPS",392,4.01,3.34,88.47,2.3,9,0.14,15.03,50,176,12.52,3341,0,1.25,1.42,1.67,0,334,16.7,0.32,40.1,0.86,0,0.94,1.77,0.722,47
08294,"CEREALS RTE,QUAKER,QUAKER COCOA BLASTS",392,3.87,3.58,88.29,2.5,27,0.22,15,56,216,12.5,3333,0,1.25,1.41,1.66,0,333,16.66,0.27,40,0.78,0,1.15,1.91,0.623,0
08295,"CEREALS RTE,QUAKER,QUAKER CORN BLASTS",402,4.29,5.77,84.95,2.2,33,0.14,15,53,193,12.5,3334,0,1.25,1.41,1.66,0,333,16.66,0.34,40,0.92,0,1.54,3.13,0.963,36.17
08296,"CEREALS RTE,QUAKER,QUAKER FRSTD FLAKERS",376,4.62,0.71,90.24,2.8,3,0.05,15,27,109,0.48,2420,0,1.21,1.37,1.61,0,323,16.13,0.25,48.4,0.09,0,0.09,0.17,0.285,42.18
08297,"CEREALS RTE,QUAKER,QUAKER FRUITANGY OH!S",392,4.87,3.5,87.21,2.6,9,0.15,15.01,58,189,12.51,3336,0,1.25,1.41,1.66,0,334,16.68,0.34,40,0.89,0,0.92,1.73,0.817,43.25
08298,"CEREALS RTE,QUAKER,QUAKER MARSHMLLW SAFARI",396,5.79,5.02,84.27,4.2,87,0.21,15,56,139,12.5,3334,0,1.25,1.41,1.66,0,333,16.67,0.38,40,0,0,1.25,2.5,1.12,47.27
08299,"CEREALS RTE,QUAKER,QUAKER SWT PUFFS",391,6.76,1.93,87.99,3.4,10,0.23,1.92,57,148,1.24,4,0,0.14,0.11,0.05,0.15,19,4.35,0.31,0,1.55,0,0.36,0.43,0.882,0
08300,"CEREALS,QUAKER,OATMEAL,MICROWAVE,QUICK 'N HEARTY APPL SPICE",368,8.18,4.51,77.43,6.7,240,0.22,8.82,81,306,1.85,2333,0,0.69,0.79,0.93,0,187,9.33,0.45,0.8,0.6,0,0.83,1.55,0,33.79
08301,"CEREALS,QKR,OATMEAL,MICRO,QUICK 'N HEARTY,BROWN SUGAR CINN",369,9.37,5.13,74.69,6.2,257,0.22,9.45,96,298,2.14,2500,0,0.74,0.85,1,0,200,10,0.48,0.2,0,0,0.95,1.8,0,27.62
08302,"CEREALS,QKR,OATMEAL,MICRO,QUICK 'N HEARTY,CINN DOUBLE RAISI",359,8.39,4.7,74.43,6.1,230,0.25,8.44,84,399,1.79,2234,0,0.66,0.76,0.89,0,179,8.93,0.4,1,0,0,0.87,1.59,0,32.94
08303,"CEREALS,QUAKER,OATMEAL,MICRO,QUICK 'N HEARTY,HONEY BRAN",368,9.53,5.15,74.61,6.6,263,0.23,9.68,101,288,2.2,2561,0,0.76,0.87,1.02,0,205,10.24,0.52,0,0,0,0.95,1.79,0,27.74
08304,"CEREALS,QUAKER,OATMEAL,MICROWAVE,QUICK 'N HEARTY,REG FLAVOR",365,13.24,7.39,65.69,8.4,372,0.3,29.4,133,380,2.98,3621,0,1.07,1.23,1.45,0,290,14.48,0.69,0,0,0,1.36,2.56,0,1.16
08309,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",383,6.3,2.9,85.2,2.2,14,0.1,6,24,102,0.6,2500,0,1.3,1.4,1.7,0,300,16.7,0.217,50,2.018,0,0.3,1.7,0.818,32.9
08310,"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",401,6.57,4.33,83.89,3.1,113,0.133,15,48,194,12.5,2500,0,1.25,1.42,1.67,0,333,16.67,0.809,50,0.586,0,0.987,1.961,0.973,30.87
08311,"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",398,7.05,3.65,84.26,3,104,0.1,8.18,44,183,8.82,1364,0,0.68,0.77,0.91,0,181,9.09,0,27.3,0.582,0,0.753,1.355,1.117,31.68
08312,"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",387,3.9,1.6,90,0.8,2,0.1,14.5,10,63,0.2,2419,161.3,1.2,1.4,1.6,4.8,300,16.1,0,48.4,0,0,1.2,0.1,0.287,42.4
08313,"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",387,5.1,0.9,89.9,0.3,7,0.1,6.4,29,96,2.1,1786,178.6,1.3,1.5,1.8,5.4,400,17.9,0,53.6,7.918,0,0.3,0.3,0.248,35.5
08314,"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",347,8.53,1.36,79.16,4.8,4,0.11,3.52,49,146,0.92,0,0,0.58,0.33,0.27,0,154,4.81,0.31,0,0,0,0.26,0.2,0,1
08315,"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",337,8.26,1.66,77.76,5.6,4,0.07,4.11,40,167,0.72,569,0,0.51,0.37,0.25,0,154,4.31,0.31,0,0.22,0,0.45,0.55,0,0.95
08316,"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",347,8.53,1.36,79.16,4.8,4,0.11,3.52,49,146,0.92,0,0,0.58,0.33,0.27,0,154,4.81,0.31,0,0,0,0.26,0.2,0,1
08317,"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",346,12.11,0.79,74.54,3.7,33,0.07,30,14,104,0.55,4,0,0.44,0.26,0.05,0,154,3.52,0.36,0.4,0.14,0,0.28,0.07,0,0.29
08318,"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",365,6.7,1.4,85.4,4.7,21,0.2,36,59,203,30,1500,0,3,3.4,4,12,800,40,20,30,44.4,0,0.3,0.4,0.667,30.2
08319,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",340,9.4,1.7,81.4,10.7,0,0.3,28,101,339,2.5,0,0,0.6,0.7,0.8,2.5,200,8.5,0,0,0,0,0.4,0.3,0.984,20.3
08320,"CEREALS RTE,KRAFT,POST BANANA NUT CRUNCH CRL",422,8.5,10.3,74,6.8,36,0.383,27.46,82,290,2.54,1271,68,0.64,0.72,0.85,2.54,169,8.47,0,0.2,0,0,1.4,0,0,20.4
08321,"CEREALS RTE,KRAFT,POST BLUEBY MORNING CRL",383,6.6,4.5,78.9,3.8,27,0.135,3.27,43,166,1.64,1364,73,0.68,0.77,0.91,2.73,182,9.09,0,0,0,0,0.6,0,0,20.8
08322,"CEREALS RTE,KRAFT,POST BRAN FLAKES",320,9.4,2.2,80.4,17.6,56,0.642,27,214,616,5,2500,133,1.25,1.42,1.67,5,333,16.67,0,0,0,0,0.4,0,0,18.9
08323,"CEREALS RTE,KRAFT,POST COCOA PEBBLES CRL",398,3.5,4.2,87.9,1.6,12,0.215,6.21,37,146,5.17,2586,138,1.29,1.47,1.72,5.17,345,17.24,0,0,0,0,3.7,0,0,44
08324,"CEREALS RTE,KRAFT,POST FRUITY PEBBLES CRL",401,3.6,3.9,87.9,0.7,5,0.12,6.67,19,110,5.56,2778,148,1.39,1.57,1.85,5.56,370,18.52,0,0,0,0,0.9,0,0,44
08325,"CEREALS RTE,KRAFT,POST FRSTD ALPHA-BITS CRL",405,8.5,4.1,83.5,4.1,30,0.31,8.44,78,194,4.69,2344,125,1.17,1.33,1.56,4.69,312,15.63,0,0,0,0,0.8,0,0,39
08326,"CEREALS RTE,KRAFT,POST MARSHMLLW ALPHA-BITS CRL",398,5.9,3.3,86.7,1.7,14,0.1,9.31,41,100,5.17,2586,138,1.29,1.47,1.73,5.17,345,17.24,0,0,0,0,0.6,0,0,43.5
08327,"CEREALS RTE,KRAFT,POST FRUIT&FIBRE DATES,RAISINS&WALNUTS CRL",385,7.1,5.6,76.2,9.7,43,0.473,9.82,120,443,2.73,1364,73,0.68,0.77,0.91,2.73,182,9.09,0,0,0,0,0.8,0,0,29.8
08328,"CEREALS RTE,KRAFT,POST GOLDEN CRISP CRL",398,5.5,1.4,90.9,0,15,0.22,6.67,61,125,5.56,2778,148,1.39,1.57,1.85,5.56,370,18.52,0,0,0,0,0.2,0,0,53.9
08329,"CEREALS RTE,KRAFT,POST GRAPE-NUTS CRL",359,10.8,1.9,81.3,8.7,34,0.365,27.93,100,307,2.07,1293,69,0.65,0.73,0.86,2.59,172,8.62,0,0,0,0,0.4,0,0,12
08330,"CEREALS RTE,KRAFT,POST GRAPE-NUTS FLAKES",365,10,2.9,81.5,8.8,39,0.5,27.93,103,340,4.14,2586,138,1.29,1.47,1.73,5.17,345,17.24,0,0,0,0,0.6,0,0,17.6
08331,"CEREALS RTE,KRAFT,POST GREAT GRAINS CRUNCHY PECAN CRL",408,9.3,11.8,71.4,7,28,0.338,5.09,87,321,2.26,1415,75,0.71,0.85,0.94,2.83,189,9.43,0,0.2,0,0,1.4,0,0,15.3
08332,"CEREALS RTE,KRAFT,POST GREAT GRAINS RAISIN,DATE&PECAN CRL",377,8,8.4,73.2,7.4,31,0.308,6.67,84,326,2.22,1389,74,0.7,0.79,0.93,2.78,185,9.26,0,0.1,0,0,1.1,0,0,24.6
08333,"CEREALS RTE,KRAFT,POST HONEY BUNCHES OF OATS HONEY RSTD CRL",393.6,7.1,5.5,81.9,4.9,21,0.27,27,55,172,1,2500,133,1.25,1.42,1.67,5,333,16.67,0,0,0,0,0.8,0,0,21.5
08334,"CEREALS RTE,KRAFT,POST HONEY BUNCHES OF OATS W_per_ALMONDS CRL",407,7.8,8.5,78,4.5,37,0.224,26.13,69,227,0.97,2419,129,1.21,1.37,1.61,4.84,323,16.13,0,0.1,0,0,1.1,0,0,21
08335,"CEREALS RTE,KRAFT,POST HONEYCOMB CRL",395,5.2,2.1,88.9,2.5,17,0.068,9.31,37,120,5.17,2586,138,1.29,1.47,1.73,5.17,345,17.24,0,0,0,0,0.6,0,0,38.3
08336,"CEREALS RTE,KRAFT,POST OREO O'S CRL",415,4.8,8.8,79.7,5.5,19,0.3,6.67,55,183,5.56,2778,148,1.39,1.57,1.85,5.56,370,18.52,0,0,0,0,1.6,0,0,42.4
08337,"CEREALS RTE,KRAFT,POST RAISIN BRAN CRL",317,7.9,1.8,78.1,13.1,45,0.425,18.31,150,605,3.81,1271,68,0.64,0.72,0.85,2.54,169,8.47,0,0,0,0,0.3,0,0,33.4
08338,"CEREALS RTE,KRAFT,POST TOASTIES CORN FLAKES",360,6.7,0.1,86.7,4.5,3,0.031,19.29,16,117,0.48,2679,143,1.34,1.52,1.79,5.36,357,17.86,0,0,0,0,0,0,0,6.5
08339,"CEREALS RTE,KRAFT,POST FRSTD SHREDDED WHEAT BITE SIZE CRL",352,7.8,1.9,83.8,9.6,13,0.173,3.46,93,327,2.88,0,0,0.72,0.82,0.96,2.88,192,9.62,0,0,0,0,0.3,0,0,22.3
08340,"CEREALS RTE,KRAFT,POST THE ORIGINAL SHREDDED WHEAT CRL",340,10.4,1.2,82.9,11.5,44,0.31,3.13,118,425,2.73,0,0,0.27,0.11,0.4,0,43,5.57,0,0,0,0,0.2,0,0,0.8
08341,"CEREALS RTE,KRAFT,POST THE ORIGINAL SHREDDED WHEAT 'N BRAN",334,12.5,1.4,79.9,13.4,45,0.4,4.18,137,420,3.27,0,0,0.26,0.12,0.33,0,46,6.31,0,0,0,0,0.2,0,0,1
08342,"CEREALS RTE,KRAFT,POST THE ORIGIN SHREDDED WHEAT SPOON SIZE",340,10.3,1.1,83,11.4,43,0.33,3.18,116,415,2.67,0,0,0.27,0.12,0.41,0,42,5.57,0,0,0,0,0.2,0,0,0.9
08343,"CEREALS RTE,KRAFT,POST 100% BRAN CRL",287,12.7,2.1,78.2,28.6,76,0.918,27.93,278,947,12.93,2586,0,1.29,1.47,1.73,0,345,17.24,0,0,0,0,0.3,0,0,24.4
08344,"CEREALS RTE,KRAFT,POST WAFFLE CRISP CRL",430.2,6,9.8,79.1,1.8,19.62,0.118,6,39,112.4,5,2500,133,1.25,1.42,1.67,5,333.33,16.67,0.47,0,0.098,0,1.4,3.9,3.31,31.8
08345,"CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX",337,7.49,2.52,83.81,13.1,194,236.24,28,122,390,6.5,0,0,0.65,0,0.9,2.6,180,9,0,10.5,0,0,0.404,0.611,1.056,21.37
08346,"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",401,3.73,5.8,85.63,2.7,10,0.157,15,50,133,12.5,0,0,1.25,1.42,1.67,0,333,16.67,0.31,0,1.225,0,1.33,1.87,0.379,43.33
08347,"CEREALS RTE,MALT-O-MEAL,BY COLOSSAL CRUNCH",401,4,5.6,85.73,2.8,8,0.136,15,19,133,12.5,0,0,1.25,1.42,1.67,0,333,16.67,0.037,0,1.517,0,1.23,1.87,0.284,43.33
08348,"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",379,6.2,1.17,86.89,0.7,0,0.12,5.45,24,138,1.82,2272,121,1.36,1.54,1.51,5.45,364,18.18,0.882,45.4,0.113,0,0.37,0.3,0.127,9.6
08349,"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",392,4.96,3.23,87.7,2.3,312,0.1,14.06,25,122,11.72,2343,125,1.17,1.33,1.56,4.68,312,15.62,0.063,46.8,0.817,0,0.82,0.9,0.474,43.75
08350,"CEREALS,RTE,MALT-O-MEAL,TOASTY O'S",372,11.07,6.03,74.67,9,133,0.13,27,107,313,12.5,4167,133.33,1.25,1.42,1.67,0,333,16.67,0.077,50,0.687,0,1.23,2.23,1.941,3.43
09001,"ACEROLA,(WEST INDIAN CHY),RAW",32,0.4,0.3,7.69,1.1,12,0.086,0.2,18,146,0.1,767,0,0.02,0.06,0.009,0,14,0.4,0.309,1677.6,0.13,0,0.068,0.082,0.046,0
09002,"ACEROLA JUICE,RAW",23,0.4,0.3,4.8,0.3,10,0.086,0.5,12,97,0.1,509,0,0.02,0.06,0.004,0,14,0.4,0.205,1600,0.04,0,0.068,0.082,0.046,0
09003,"APPLES,RAW,WITH SKIN",59,0.19,0.36,15.25,2.7,7,0.041,0.18,5,115,0.04,53,0,0.017,0.014,0.048,0,2.8,0.077,0.061,5.7,0.32,0,0.058,0.015,0.087,0
09004,"APPLES,RAW,WITHOUT SKIN",57,0.15,0.31,14.84,1.9,4,0.031,0.07,3,113,0.04,44,0,0.017,0.01,0.046,0,0.4,0.091,0.057,4,0.08,0.4,0.051,0.013,0.075,0
09005,"APPLES,RAW,WO_per_SKN,CKD,BLD",53,0.26,0.36,13.64,2.4,5,0.035,0.19,3,88,0.04,44,0,0.016,0.012,0.044,0,0.6,0.095,0.046,0.2,0.01,0,0.058,0.014,0.086,0
09006,"APPLES,RAW,WO_per_SKN,CKD,MICROWAVE",56,0.28,0.42,14.41,2.8,5,0.046,0.17,3,93,0.04,40,0,0.017,0.011,0.046,0,0.6,0.061,0.046,0.3,0.01,0,0.068,0.017,0.101,0
09007,"APPLES,CND,SWTND,SLICED,DRND,UNHTD",67,0.18,0.49,16.7,1.7,4,0.053,0.23,2,68,0.03,51,0,0.009,0.01,0.044,0,0.3,0.073,0.031,0.4,0.01,0,0.08,0.02,0.119,0
09008,"APPLES,CND,SWTND,SLICED,DRND,HTD",67,0.18,0.43,16.84,2,4,0.051,0.24,3,70,0.05,56,0,0.009,0.01,0.044,0,0.1,0.081,0.032,0.2,0.01,0,0.07,0.017,0.104,0
09009,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",346,1.32,0.58,93.53,12.4,19,0.271,2,22,640,0.29,81,0,0.046,0.13,0.28,0,1,0.68,0.432,2.2,3.58,0,0.095,0.024,0.141,0
09010,"APPLES,DEHYD (LO MOIST),SULFURED,STWD",74,0.28,0.12,19.91,2.6,4,0.058,0.43,5,136,0.06,19,0,0.008,0.029,0.054,0,0.1,0.14,0.08,0.6,0,0,0.02,0.005,0.03,0
09011,"APPLES,DRIED,SULFURED,UNCKD",243,0.93,0.32,65.89,8.7,14,0.191,1.4,16,450,0.2,0,0,0,0.159,0.125,0,0,0.927,0.245,3.9,0.55,0,0.052,0.013,0.077,0
09012,"APPLES,DRIED,SULFURED,STWD,WO_per_ SUGAR",57,0.22,0.07,15.32,2,3,0.044,0.33,4,105,0.05,17,0,0.006,0.019,0.05,0,0,0.129,0.057,1,0,0,0.012,0.003,0.018,0
09013,"APPLES,DRIED,SULFURED,STWD,W_per_ SUGAR",83,0.2,0.07,20.73,1.9,3,0.042,0.31,3,98,0.04,16,0,0.006,0.018,0.047,0,0,0.121,0.054,0.9,0,0,0.011,0.003,0.017,0
09014,"APPLES,FRZ,UNSWTND,UNHTD",48,0.28,0.32,12.31,1.9,4,0.058,0.18,3,77,0.05,34,0,0.013,0.011,0.034,0,0.7,0.042,0.054,0.1,0,0,0.053,0.013,0.078,0
09015,"APPLES,FRZ,UNSWTND,HTD",47,0.29,0.33,12,1.9,5,0.065,0.19,3,76,0.05,20,0,0.014,0.011,0.032,0,0.6,0.043,0.057,0.4,0,0,0.053,0.013,0.079,0
09016,"APPLE JUC,CND OR BTLD,UNSWTND,WO_per_ VIT C",47,0.06,0.11,11.68,0.1,7,0.022,0.37,3,119,0.03,1,0,0.021,0.017,0.03,0,0.1,0.1,0.063,0.9,0.01,0.1,0.019,0.005,0.028,0
09017,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO_per_ VIT C",166,0.51,0.37,41,0.4,20,0.05,0.91,17,448,0.13,0,0,0.011,0.054,0.116,0,1,0.135,0.223,2.1,0.036,0,0.06,0.015,0.089,0
09018,"APPLE JUC,FRZ CONC,UNSWTND,DIL W_per_3 VOLUME H2O WO_per_ VIT C",47,0.14,0.1,11.54,0.1,6,0.014,0.26,5,126,0.04,0,0,0.003,0.015,0.033,0,0.3,0.038,0.063,0.6,0.01,0,0.018,0.002,0.027,0
09019,"APPLESAUCE,CND,UNSWTND,WO_per_ VIT C",43,0.17,0.05,11.29,1.2,3,0.026,0.12,3,75,0.03,29,0,0.013,0.025,0.026,0,0.6,0.188,0.095,1.2,0.01,0.5,0.008,0.002,0.012,0
09020,"APPLESAUCE,CND,SWTND,WO_per_SALT",76,0.18,0.18,19.91,1.2,4,0.043,0.35,3,61,0.04,11,0,0.013,0.028,0.026,0,0.6,0.188,0.052,1.7,0.01,0,0.03,0.007,0.045,0
09021,"APRICOTS,RAW",48,1.4,0.39,11.12,2.4,14,0.089,0.54,8,296,0.26,2612,0,0.03,0.04,0.054,0,8.6,0.6,0.24,10,0.89,0,0.027,0.17,0.077,0
09022,"APRICOTS,CND,H2O PK,W_per_SKN,SOL&LIQUIDS",27,0.71,0.16,6.39,1.6,8,0.082,0.32,7,192,0.11,1293,0,0.021,0.023,0.054,0,1.7,0.395,0.092,3.4,0.89,5,0.011,0.069,0.031,0
09023,"APRICOTS,CND,H2O PK,WO_per_SKN,SOL&LIQUIDS",22,0.69,0.03,5.48,1.1,8,0.068,0.54,9,154,0.11,1810,0,0.02,0.024,0.054,0,1.7,0.437,0.092,1.8,0,0,0.002,0.013,0.006,0
09024,"APRICOTS,CND,JUC PK,W_per_SKN,SOL&LIQUIDS",48,0.63,0.04,12.34,1.6,12,0.054,0.3,10,165,0.11,1691,0,0.018,0.019,0.054,0,1.7,0.344,0.092,4.9,0.89,0,0.003,0.017,0.007,0
09025,"APRICOTS,CND,EX LT SYRUP PK,W_per_SKN,SOL&LIQUIDS",49,0.6,0.1,12.5,1.6,10,0.04,0.3,6,140,0.08,1271,0,0.02,0.02,0.054,0,1.7,0.6,0.092,4,0,0,0.007,0.043,0.02,0
09026,"APRICOTS,CND,LT SYRUP PK,W_per_SKN,SOL&LIQUIDS",63,0.53,0.05,16.49,1.6,11,0.079,0.39,8,138,0.11,1322,0,0.016,0.02,0.054,0,1.7,0.304,0.092,2.7,0.89,0,0.003,0.021,0.01,0
09027,"APRICOTS,CND,HVY SYRUP PK,W_per_SKN,SOL&LIQUIDS",83,0.53,0.08,21.47,1.6,9,0.078,0.3,7,140,0.11,1230,0,0.02,0.022,0.054,0,1.7,0.376,0.092,3.1,0.89,0,0.005,0.033,0.015,0
09028,"APRICOTS,CND,HVY SYRUP PK,WO_per_SKN,SOL&LIQUIDS",83,0.51,0.09,21.45,1.6,9,0.065,0.43,8,134,0.1,1240,0,0.019,0.023,0.054,0,1.7,0.416,0.092,2.8,0,0,0.006,0.037,0.017,0
09029,"APRICOTS,CND,EX HVY SYRUP PK,WO_per_SKN,SOL&LIQUIDS",96,0.55,0.04,24.85,1.6,8,0.064,0.62,8,126,0.1,1471,0,0.016,0.022,0.054,0,1.6,0.34,0.092,2.4,0,0,0.003,0.017,0.008,0
09030,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",320,4.9,0.62,82.89,0,61,0.576,6.31,63,1850,1,12669,0,0.043,0.148,0.52,0,4.4,3.58,1.067,9.5,0,0,0.043,0.268,0.121,0
09031,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",126,1.93,0.24,32.62,0,24,0.227,2.48,25,728,0.39,4407,0,0.013,0.067,0.161,0,1.5,1.63,0.468,7.1,0,0,0.017,0.105,0.047,0
09032,"APRICOTS,DRIED,SULFURED,UNCKD",238,3.65,0.46,61.75,9,45,0.429,4.7,47,1378,0.74,7240,0,0.008,0.151,0.156,0,10.3,2.998,0.753,2.4,1.5,0,0.032,0.2,0.09,0
09033,"APRICOTS,DRIED,SULFURED,STWD,WO_per_ SUGAR",85,1.3,0.16,21.9,3.2,16,0.152,1.67,17,489,0.26,2363,0,0.006,0.03,0.114,0,0,0.942,0.211,1.6,0.5,0,0.011,0.071,0.032,0
09034,"APRICOTS,DRIED,SULFURED,STWD,W_per_ SUGAR",113,1.17,0.15,29.26,4.1,15,0.138,1.52,15,443,0.24,2139,0,0.005,0.027,0.103,0,0,0.853,0.191,1.4,0,0,0.01,0.064,0.029,0
09035,"APRICOTS,FROZEN,SWEETENED",98,0.7,0.1,25.1,2.2,10,0.064,0.9,9,229,0.1,1680,0,0.02,0.04,0.06,0,1.7,0.8,0.2,9,0.89,0,0.007,0.044,0.02,0
09036,"APRICOT NECTAR,CND,WO_per_ VIT C",56,0.37,0.09,14.39,0.6,7,0.073,0.38,5,114,0.09,1316,0,0.009,0.014,0.022,0,1.3,0.26,0.096,0.6,0.08,0,0.006,0.038,0.017,0
09037,"AVOCADOS,RAW,ALL COMM VAR",161,1.98,15.32,7.39,5,11,0.262,1.02,39,599,0.42,612,0,0.108,0.122,0.28,0,61.9,1.921,0.971,7.9,1.34,40,2.437,9.608,1.84,0
09038,"AVOCADOS,RAW,CALIFORNIA",177,2.11,17.33,6.91,4.9,11,0.266,1.18,41,634,0.42,612,0,0.108,0.122,0.28,0,65.5,1.921,0.971,7.9,1.34,0,2.59,11.211,1.921,0
